,word,word_root,polarity
3573,뜻으로 두려워서,뜻 두렵,1
3574,뜻을 굽히다,뜻 굽히,1
3575,뜻을 이루거나,뜻 이루,0
3576,뜻이 강하다,뜻 강하,-1
3577,뜻이 맞지 아니하여,뜻 맞 알,1
3578,뜻이 있거나,뜻 있,0
3579,뜻하지 아니하게,뜻하 아니하,1
3580,뜻하지 아니한,뜻하 아니하,1
3581,뜻한 바를 굽히지 않고 밀고 나아가는 힘이 있다,뜻 바르 굽히 않 밀 나아가 힘 있,0
3582,띠꾸,띠,1
3583,로맨티시즘,로,0
3584,루머,루머,1
3585,리즈시절,리,0
3586,ㅁㅊ,ㅁ,1
3587,마구 가두거나,마구 가두,1
3588,마구 내버리거나,마구 내버리,1
3589,마구 다그치다,마구 다그치,1
3590,마구 들볶다,마구 들볶,1
3591,마구 때림을,마구 때리,1
3592,마구 떠들거나,마구 떠들,1
3593,마구 떠들어,마구 떠들,1
3594,마구 쓰는 모양,마구 쓰 모양,1
3595,마구 쓰다,마구 쓰,1
3596,마구 죄어들거나,마구 죄어들,1
3597,마구 주저앉거나,마구 주저앉,1
3598,마구 죽이는,마구 죽이,1
3599,마구 죽이는 일,마구 죽이 일,1
3600,마구 죽임을,마구 죽이,1
3601,마구 지껄이는,마구 지껄이,1
3602,마구 쳐부수는,마구 쳐부수,1
3603,마구 헐뜯는,마구 헐뜯,1
3604,마구 헝클어지거나,마구 헝클어지,1
3605,마구 화풀이를,마구 화풀이,1
3606,마는 둥,마 둥,-1
3607,마땅치 않은,마땅 않,1
3608,마땅하고,마땅,0
3609,마땅하고 떳떳한,마땅 떳떳,0
3610,마땅하고 좋게,마땅 좋,0
3611,마땅하지 않은,마땅 않,1
3612,마르거나 시들어서,마르 시들,1
3613,마맛자국이,마,1
3614,마비,마비,1
3615,마비 따위의,마비 따위,1
3616,마비되거나,마비,1
3617,마비되고 저리거나,마비 저리,1
3618,마비되는,마비,1
3619,마비되는 병증,마비 병증,1
3620,마비에서,마비,1
3621,마스터피스,마스터,0
3622,마약,마약,1
3623,마음대로,마음대로,-1
3624,마음대로 정치를,마음대로 정치,1
3625,마음대로 처리함을,마음대로 처리,1
3626,마음대로 하다,마음대로 하다,-1
3627,마음대로 함을,마음대로 함,1
3628,마음대로 행동함,마음대로 행동,1
3629,마음속에 간직하다,마음속 간직,0
3630,마음속이 답답하여,마음속 답답,1
3631,마음씨가 곱고,마음씨 곱,0
3632,마음씨가 맑고,마음씨 맑,0
3633,마음에 간직하다,마음 간직,0
3634,마음에 걸려,마음 걸리,1
3635,마음에 걸리는,마음 걸리,1
3636,마음에 걸리는 일이,마음 걸리 일,1
3637,마음에 걸리다,마음 걸리,1
3638,마음에 걸리어,마음 걸리,1
3639,마음에 근심이,마음 근심,1
3640,마음에 내키지 않게,마음 내키 않,1
3641,마음에 들,마음 들,0
3642,마음에 들다,마음 들,0
3643,마음에 들어,마음 듣,0
3644,마음에 들지 아니하다,마음 들 아니하,1
3645,마음에 들지 아니하여,마음 들 알,1
3646,마음에 들지 아니하여서,마음 들 아니하,1
3647,마음에 들지 않거나,마음 들 않,1
3648,마음에 들지 않다,마음 들 않,1
3649,마음에 들지 않아,마음 들 않,1
3650,마음에 멍이 들거나,마음 멍 들,1
3651,마음에 모자라,마음 모자라,1
3652,마음에 못마땅하거나,마음 못마땅,1
3653,마음에 못마땅하여,마음 못마땅,1
3654,마음에 못마땅할,마음 못마땅,1
3655,마음에 미안하게,마음 미안,1
3656,마음에 미안하고,마음 미안,1
3657,마음에 미안하다,마음 미안,1
3658,마음에 미안함,마음 미안,1
3659,마음에 안 들거나,마음 안 들,1
3660,마음에 언짢고,마음 언짢,1
3661,마음에 언짢아서,마음 언짢,1
3662,마음에 없는 말로,마음 없 말로,1
3663,마음에 없는 일을,마음 없 일,1
3664,마음에 여유가 있다,마음 여유 있,0
3665,마음에 자리자리한,마음 자리,1
3666,마음에 차지 아니하고,마음 차지 아니하,1
3667,마음에 차지 아니하여,마음 차지 알,1
3668,마음에 차지 아니하여서,마음 차지 아니하,1
3669,마음에 차지 않거나,마음 차지 않,1
3670,마음에 차지 않아,마음 차지 않,1
3671,마음에 흐뭇하거나,마음 흐뭇,0
3672,마음에 흐뭇하고,마음 흐뭇,0
3673,마음에 흐뭇하여,마음 흐뭇,0
3674,마음에 흡족하여,마음 흡족,0
3675,마음으로 근심함,마음 근심,1
3676,마음으로 좀스럽게,마음 좀스럽,1
3677,마음을 가라앉히고,마음 가라앉히,0
3678,마음을 계속 졸이는,마음 계속 졸이,1
3679,마음을 계속 졸이다,마음 계속 졸이,1
3680,마음을 깨끗이,마음 깨끗이,0
3681,마음을 놓을 수 없게,마음 놓 수 없,1
3682,마음을 놓지 못하고,마음 놓 못하,1
3683,마음을 받아들이다,마음 받아들이,0
3684,마음을 베풀거나,마음 베풀,0
3685,마음을 상하게,마음 상하,1
3686,마음을 써서,마음 쓰,0
3687,마음을 조임,마음 조이,1
3688,마음을 졸이는,마음 졸이,1
3689,마음을 졸이다,마음 졸이,1
3690,마음을 졸이며,마음 졸이,1
3691,마음을 졸임,마음 졸이,1
3692,마음을 털어놓고,마음 털어놓,0
3693,마음을 편안하고,마음 편안,0
3694,마음을 편히,마음 편히,0
3695,마음을 홀리는,마음 홀리,0
3696,마음의 괴로움과,마음 괴로움,1
3697,마음의 병을,마음 병,1
3698,마음이 가볍고,마음 가볍,0
3699,마음이 간절하다,마음 간절,0
3700,마음이 거북하다,마음 거북,1
3701,마음이 괴로운,마음 괴롭,1
3702,마음이 괴롭고,마음 괴롭,1
3703,마음이 구슬퍼질,마음 구슬,1
3704,마음이 놓이지 않아,마음 놓이 않,1
3705,마음이 답답하고,마음 답답,1
3706,마음이 들뜬,마음 들뜨,0
3707,마음이 맑게,마음 맑,0
3708,마음이 맞고,마음 맞,0
3709,마음이 맞지 아니하여,마음 맞 알,1
3710,마음이 몹시 상함,마음 몹시 상하,1
3711,마음이 무거워지다,마음 무겁,1
3712,마음이 무겁거나,마음 무겁,1
3713,마음이 불안하거나,마음 불안,1
3714,마음이 불안하게,마음 불안,1
3715,마음이 불안하다,마음 불안,1
3716,마음이 불안한,마음 불안,1
3717,마음이 불편하고,마음 불편,1
3718,마음이 불편하여,마음 불편,1
3719,마음이 사늘한,마음 사늘하,1
3720,마음이 상하게,마음 상하,1
3721,마음이 상하다,마음 상하,1
3722,마음이 상함,마음 상하,1
3723,마음이 생기다,마음 생기,0
3724,마음이 서로 맞지 않아,마음 서로 맞 않,1
3725,마음이 서운하거나,마음 서운,1
3726,마음이 설레다,마음 설레,0
3727,마음이 슬프다,마음 슬프,1
3728,마음이 신령하다,마음 신령,0
3729,마음이 신령하여,마음 신령,0
3730,마음이 쓰리고,마음 쓰리,1
3731,마음이 아프고,마음 아프,1
3732,마음이 아프다,마음 아프,1
3733,마음이 아픈,마음 아프,1
3734,마음이 아플,마음 아프,1
3735,마음이 안 놓여,마음 안 놓이,1
3736,마음이 안타깝거나,마음 안타깝,1
3737,마음이 안타깝게,마음 안타깝,1
3738,마음이 언짢게,마음 언짢,1
3739,마음이 언짢고,마음 언짢,1
3740,마음이 언짢아서,마음 언짢,1
3741,마음이 언짢아지다,마음 언짢,1
3742,마음이 우울하게,마음 우울,1
3743,마음이 움직이다,마음 움직이,0
3744,마음이 움직임,마음 움직임,0
3745,마음이 조급하여,마음 조급,1
3746,마음이 좁고,마음 좁,1
3747,마음이 좁아,마음 좁,1
3748,마음이 즐겁고,마음 즐겁,0
3749,마음이 지치어,마음 지치,1
3750,마음이 진정되어,마음 진정,0
3751,마음이 참되고,마음 참되,0
3752,마음이 초조하고,마음 초조,1
3753,마음이 초조하고 불안하다,마음 초조 불안,1
3754,마음이 초조한,마음 초조,1
3755,마음이 초초하고,마음 초초,1
3756,마음이 크다,마음 크,0
3757,마음이 텅 비어,마음 텅 비,1
3758,마음이 텅 빈것같이,마음 텅 빌,1
3759,마음이 편안하게,마음 편안,0
3760,마음이 편안하다,마음 편안,0
3761,마음이 편안하지 못하다,마음 편안 못하,1
3762,마음이 평온하다,마음 평온,0
3763,마음이 평온히,마음 평온,0
3764,마음이 풀리어,마음 풀리,0
3765,마음이 한가하게,마음 한가,0
3766,마음이 한가하다,마음 한가,0
3767,마음이 허전하거나,마음 허전,1
3768,마음이 후련하게,마음 후련,0
3769,마음이 후련하고,마음 후련,0
3770,마음이 후련하다,마음 후련,0
3771,마음이 흐뭇하고,마음 흐뭇,0
3772,마음이 흡족하게,마음 흡족,0
3773,마음이 흡족하여,마음 흡족,0
3774,마이너스,마이너스,1
3775,마주치기를 꺼리어,마주치 꺼리,1
3776,마지못하여,마,1
3777,마지못하여 먹다,마 먹,1
3778,마지못해,마,1
3779,마초맨,마초,0
3780,막되게,막,1
3781,막되게 행동하다,막 행동,1
3782,막되다,막되,1
3783,막되어,막되,1
3784,막막하게,막막,1
3785,막막하다,막막,1
3786,막연하다,막연,1
3787,막혀,막히,1
3788,막히는,막히,1
3789,막히는 것을,막히 것,1
3790,막히는 모양,막히 모양,1
3791,막히는 장애물을,막히 장애물,1
3792,막히다,막히,1
3793,막힌 듯이,막히 듯이,1
3794,막힘없이,막,0
3795,막힘없이 깨끗하고,막 깨끗하,0
3796,막힘없이 잘,막 자,0
3797,막힘이 없는,막 없,0
3798,막힘이 없다,막 없,0
3799,막힘이 없이,막 없이,0
3800,만나고 싶지 않았던,만나 싶 않,1
3801,만나지 못하여,만나 못하,1
3802,만만한,만만,1
3803,만만한 사람,만만 사람,1
3804,만성 질환,만성 질환,1
3805,만성 피부염,만성 피부염,1
3806,만족,만족,0
3807,만족과,만족,0
3808,만족과 기쁨을,만족 기쁨,0
3809,만족스러운,만족,0
3810,만족스러운 데가,만족 데,0
3811,만족스러운 듯이,만족 듯이,0
3812,만족스러운 듯하다,만족 듯하,0
3813,만족스러운 모양,만족 모양,0
3814,만족스럽거나,만족,0
3815,만족스럽게,만족,0
3816,만족스럽다,만족,0
3817,만족스럽지 못하게,만족 못하,1
3818,만족스럽지 못하다,만족 못하,1
3819,만족스럽지 않고,만족 않,1
3820,만족시키는,만족,0
3821,만족시키는 일,만족 일,0
3822,만족을 줄,만족 줄,0
3823,만족하는,만족,0
3824,만족하다,만족,0
3825,만족한,만족,0
3826,만족한 마음이,만족 마음,0
3827,만족할,만족,0
3828,만족할 만큼,만족 만큼,0
3829,만족할 만하다,만족 만하,0
3830,만족할 만한,만족 만하,0
3831,만족함,만족,0
3832,만큼 귀여운,만큼 귀엽,0
3833,많다,많,0
3834,많은 경험으로,많 경험,0
3835,많은 고생을,많 고생,1
3836,많은 복리,많 복리,0
3837,많은 복리를,많 복리,0
3838,많은 복을,많 복,0
3839,많음,많,0
3840,많이 닥쳐오다,많이 닥쳐오,1
3841,많이 무질서하게,많이 무질서하,1
3842,많이 상하다,많이 상하,1
3843,많이 상해서,많이 상하,1
3844,많이 잡다,많이 잡다,0
3845,많이 잡혔음을,많이 잡히,0
3846,많이 잡히는,많이 잡히,0
3847,말끔하게,말끔,0
3848,말끔하게 바로잡다,말끔 바로잡,0
3849,말끔하게 바로잡히다,말끔 바로잡히,0
3850,말끔하게 반듯이,말끔 반듯이,0
3851,말끔하게 이루어지다,말끔 이루어지,0
3852,말끔하게 하다,말끔 하다,0
3853,말끔하고,말끔,0
3854,말끔하고 깨끗하게,말끔 깨끗,0
3855,말끔하다,말끔,0
3856,말끔하여,말끔,0
3857,말끔한,말끔,0
3858,말끔한 모양,말끔 모양,0
3859,말끔히,말끔히,0
3860,말끔히 가다듬어,말끔히 가다듬,0
3861,말다툼하다,말다툼,1
3862,말대꾸하다,말대꾸,1
3863,말대답을,말대답,1
3864,말대답을 하며,말대답 하,1
3865,말똥말똥,말똥말똥,0
3866,말똥말똥 쳐다보다,말똥말똥 쳐다보,0
3867,말라 없어지다,말르 없,1
3868,말라서,말르,1
3869,말라서 거친,말르 거치,1
3870,말라죽은,말라죽,1
3871,말라죽을,말라죽,1
3872,말라죽을 꼴로,말라죽 꼴,1
3873,말로 꾀어,말로 꾀,1
3874,말소리가 찡찡한,말소리 찡,1
3875,말썽을,말썽,1
3876,말썽을 부리거나,말썽 부리,1
3877,말썽을 일으키다,말썽 일으키,1
3878,말썽이,말썽,1
3879,말썽이 나서,말썽 나서,1
3880,말쑥하고,말쑥,0
3881,말쑥하고 곱다,말쑥 곱,0
3882,말쑥하고 단정하게,말쑥 단정,0
3883,말쑥하고 잘생겨,말쑥 잘생기,0
3884,말쑥하다,말쑥,0
3885,말쑥한 모양,말쑥 모양,0
3886,말없이,말없이,1
3887,말에 부정하여,말 부정,1
3888,말에 엇서며,말 엇,1
3889,말을 부정하며,말 부정,1
3890,말을 정답게,말 정,0
3891,말을 함부로,말 함부로,1
3892,말이 버릇없고,말 버릇없,1
3893,말짱하게,말짱,0
3894,말짱하다,말짱,0
3895,말하기 어렵게,말하기 어렵,1
3896,말할 수 없을 만큼,말하 수 없 만큼,0
3897,맑거나,맑,0
3898,맑거나 고르다,맑 고르,0
3899,맑게,맑,0
3900,맑게 개는,맑 개,0
3901,맑고,맑,0
3902,맑고 고상한,맑 고상,0
3903,맑고 고움,맑 곱,0
3904,맑고 깨끗하다,맑 깨끗하,0
3905,맑고 깨끗하다는,맑 깨끗하,0
3906,맑고 깨끗한,맑 깨끗,0
3907,맑고 또렷한,맑 또렷,0
3908,맑고 보드랍다,맑 보드랍,0
3909,맑고 산뜻하게,맑 산뜻,0
3910,맑고 아름다움,맑 아름다움,0
3911,맑고 아름다움을,맑 아름다움,0
3912,맑고 아름답다,맑 아름답,0
3913,맑고 투명하다,맑 투명,0
3914,맑고 환하게,맑 환하,0
3915,맑고 환한,맑 환,0
3916,맑다,맑,0
3917,맑다는,맑,0
3918,맑다는 뜻,맑 뜻,0
3919,맑아지는,맑,0
3920,맑아지는 모양,맑 모양,0
3921,맑은,맑은,0
3922,맑은 티가,맑은 티,0
3923,맑은 향기가,맑은 향기,0
3924,맑지 못하고,맑 못하,1
3925,맑지 아니하고,맑 아니하,1
3926,맑지 아니하다,맑 아니하,1
3927,맑지 아니한,맑 아니하,1
3928,맑지 않아서,맑 않,1
3929,맛 좋은,맛 좋,0
3930,맛깔나다,맛깔,0
3931,맛깔스럽게,맛깔,0
3932,맛도 좋은,맛 좋,0
3933,맛없다,맛없,1
3934,맛없이,맛,1
3935,맛없이 우쭐하여,맛 우쭐,1
3936,맛이 개운하게,맛 개운,0
3937,맛이 달거나,맛 닿,0
3938,맛이 약하다,맛 약하,1
3939,맛이 없이,맛 없이,1
3940,맛이 있게,맛 있,0
3941,맛이 있다,맛 있,0
3942,맛이 있으며,맛 있,0
3943,맛이 좋게,맛 좋,0
3944,맛이 좋음,맛 좋,0
3945,맛있게,맛있,0
3946,맛있게 먹는,맛있 먹,0
3947,맛있게 먹다,맛있 먹,0
3948,맛있게 씹는,맛있 씹,0
3949,맛있게 씹다,맛있 씹,0
3950,맛있는,맛있,0
3951,맛있는 것을,맛있 것,0
3952,맛있는 음식,맛있 음식,0
3953,맛있다,맛있,0
3954,맛집,맛,0
3955,망그러지다,망,1
3956,망상,망상,1
3957,망상과 잡념을 없애고,망상 잡념 없애,0
3958,망설여지며,망설이,1
3959,망설이거나,망설이,1
3960,망설이고,망설이,1
3961,망설이기만,망설이,1
3962,망설이기만 하고,망설이 하,1
3963,망설이는,망설이,1
3964,망설이는 모양,망설이 모양,1
3965,망설이다,망설이,1
3966,망설이며,망설이,1
3967,망설이며 주저주저하는,망설이 주저,1
3968,망설이며 주저주저하다,망설이 주저주저,1
3969,망신,망신,1
3970,망신스러운,망신,1
3971,망신스러운 일을,망신 일,1
3972,망실,망실,1
3973,망실하다,망,1
3974,망치는 짓을,망치 짓,1
3975,망치다,망치,1
3976,망하는,망하,1
3977,망하는 때,망하 때,1
3978,망하다,망하,1
3979,망할,망하,1
3980,망할 꼴로,망하 꼴,1
3981,맞갖지 않게,맞갖 않,1
3982,맞갖지 않다,맞갖 않,1
3983,맞거나,맞,1
3984,맞거나 하여,맞 하여,1
3985,맞게 행동하는,맞 행동,0
3986,맞고 순순히,맞 순순히,0
3987,맞지 아니하고,맞 아니하,1
3988,맞지 아니하기도,맞 아니하,1
3989,맞지 아니하다,맞 아니하,1
3990,맞지 아니하여,맞 알,1
3991,맞지 아니한다고,맞 아니하,1
3992,맞지 아니함,맞 아니하,1
3993,맞지 않거나,맞 않,1
3994,맞지 않게,맞 않,1
3995,맞지 않는,맞 않,1
3996,맞추기 힘들,맞추 힘들,1
3997,맞추기 힘들 만큼,맞추 힘들 만큼,1
3998,맞추어,맞추,0
3999,맞추어 나가다,맞추 나,0
4000,매끄러운,매끄럽,0
4001,매끄러운 모양,매끄럽 모양,0
4002,매끄러워서,매끄럽,0
4003,매끄럽고,매끄럽,0
4004,매끄럽다,매끄럽,0
4005,매끈둥대다,매끈둥대,0
4006,매끈하게,매끈,0
4007,매끈하지 못하고,매끈 못하,1
4008,매독,매독,1
4009,매독균의,매독균,1
4010,매독균의 침입으로,매독균 침입,1
4011,매력에,매력,0
4012,매력에 이끌리는,매력 이끌리,0
4013,매력에 이끌리다,매력 이끌리,0
4014,매력이 있다,매력 있,0
4015,매력있다,매력,0
4016,매력적이다,매력적,0
4017,매력적인,매력적,0
4018,매로,매,1
4019,매로 때리는,매 때리,1
4020,매료되어,매료,0
4021,매료되어 취하다,매료 취하,0
4022,매를 맞는,매 맞,1
4023,매몰차게,매몰차,1
4024,매몰차고,매몰차,1
4025,매섭게 공격하다,매섭 공격,1
4026,매섭게 독하거나,매섭 독,1
4027,매스껍고,매스껍,1
4028,매슥매슥하여,매슥매슥,1
4029,매여,매이,1
4030,매우 가난하여,맵 가난,1
4031,매우 가쁘고,맵 가쁘,1
4032,매우 가소롭게,맵 가소롭,1
4033,매우 가소롭다,맵 가소롭,1
4034,매우 간지럽고,맵 간지럽,1
4035,매우 거만하게,맵 거만,1
4036,매우 거만하고,맵 거만,1
4037,매우 거친,맵 거치,1
4038,매우 거칠게,맵 거치,1
4039,매우 거칠고,맵 거칠,1
4040,매우 거칠다,맵 거칠,1
4041,매우 경망스럽게,맵 경망,1
4042,매우 경망스럽고,맵 경망,1
4043,매우 경망하게,맵 경망,1
4044,매우 경박하다,맵 경박,1
4045,매우 고귀한,맵 고귀,0
4046,매우 고분고분하고,맵 고분,0
4047,매우 고통스럽게,맵 고통,1
4048,매우 곱다,맵 곱,0
4049,매우 공손하게,맵 공손,0
4050,매우 괴로워하다,맵 괴로워하,1
4051,매우 괴롭다,맵 괴롭,1
4052,매우 교만하고,맵 교만,1
4053,매우 구성지고,맵 구성지,0
4054,매우 굼뜨게,맵 굼뜨,1
4055,매우 귀엽게,맵 귀엽,0
4056,매우 귀중하게,맵 귀중,0
4057,매우 귀찮을,맵 귀찮,1
4058,매우 귀하다,맵 귀하,0
4059,매우 그러하다,맵 그러하,0
4060,매우 그럴싸하다,맵 그럴싸하,0
4061,매우 근심하다,맵 근심,1
4062,매우 근지럽고,맵 근지럽,1
4063,매우 급하게,맵 급하,1
4064,매우 급하고,맵 급,1
4065,매우 기뻐서,맵 기쁘,0
4066,매우 기뻐하고,맵 기뻐하,0
4067,매우 기쁘다,맵 기쁘,0
4068,매우 기쁨,맵 기쁨,0
4069,매우 까다로운,맵 까다롭,1
4070,매우 까다롭게,맵 까다롭,1
4071,매우 까다롭다,맵 까다롭,1
4072,매우 깔깔하며,맵 깔깔,1
4073,매우 깨끗하고,맵 깨끗하,0
4074,매우 꾸준한,맵 꾸준,0
4075,매우 꾸준함,맵 꾸준,0
4076,매우 나빠지거나,맵 나빠지,1
4077,매우 난폭하거나,맵 난폭,1
4078,매우 넉넉하고,맵 넉넉,0
4079,매우 눈꼴사납고,맵 눈꼴사납,1
4080,매우 느끼하다,맵 느끼,1
4081,매우 느리고,맵 느리,1
4082,매우 능글능글한,맵 능글능글,0
4083,매우 능청스럽고,맵 능청,1
4084,매우 다정하다,맵 다정,0
4085,매우 다행스럽다,맵 다행,0
4086,매우 답답하다,맵 답답,1
4087,매우 더운,맵 덥,1
4088,매우 두텁다,맵 두텁,0
4089,매우 따뜻하게,맵 따뜻,0
4090,매우 따뜻하다,맵 따뜻,0
4091,매우 떨어지고,맵 떨어지,1
4092,매우 뛰어나,맵 뛰어나,0
4093,매우 뛰어나다,맵 뛰어나,0
4094,매우 뛰어난,맵 뛰어나,0
4095,매우 뛰어남,맵 뛰,0
4096,매우 뜨뜻하고,맵 뜨뜻,0
4097,매우 만족스러운,맵 만족,0
4098,매우 만족스럽다,맵 만족,0
4099,매우 만족할,맵 만족,0
4100,매우 맑고,맵 맑,0
4101,매우 매끄럽다,맵 매끄럽,0
4102,매우 매끈하게,맵 매끈,0
4103,매우 멀끔하다,맵 멀끔,0
4104,매우 멋없이,맵 멋,1
4105,매우 멍한,맵 멍,1
4106,매우 메스껍고,맵 메스껍,1
4107,매우 메스껍다,맵 메스껍,1
4108,매우 모질고,맵 모질,1
4109,매우 못된,맵 못되,1
4110,매우 못마땅해하면서,맵 못마땅,1
4111,매우 못마해하면서,맵 못,1
4112,매우 미끄러운,맵 미끄럽,0
4113,매우 미끄럽다,맵 미끄럽,0
4114,매우 미덥지,맵 미덥,1
4115,매우 미련하고,맵 미련,1
4116,매우 밉살스러운,맵 밉살스럽,1
4117,매우 밝고,맵 밝,0
4118,매우 방정맞게,맵 방정맞,1
4119,매우 보드라운,맵 보드랍,0
4120,매우 보드랍게,맵 보드랍,0
4121,매우 보드랍고,맵 보드랍,0
4122,매우 보드랍다,맵 보드랍,0
4123,매우 복잡하게,맵 복잡,1
4124,매우 부드러운,맵 부드럽,0
4125,매우 부드럽게,맵 부드럽,0
4126,매우 부드럽고,맵 부드럽,0
4127,매우 부드럽다,맵 부드럽,0
4128,매우 부산한,맵 부산,1
4129,매우 분명한,맵 분명,0
4130,매우 비굴하게,맵 비굴,1
4131,매우 비속하게,맵 비속,1
4132,매우 빤빤스럽고,맵 빤빤,1
4133,매우 뻔뻔스럽고,맵 뻔뻔,1
4134,매우 뽀얀,맵 뽀얗,0
4135,매우 사랑하고,맵 사랑,0
4136,매우 상냥하고,맵 상냥,0
4137,매우 상서로운,맵 상서,0
4138,매우 상서롭다,맵 상서,0
4139,매우 생기가,맵 생기,0
4140,매우 서먹서먹하게,맵 서먹서먹,1
4141,매우 설레거나,맵 설레,0
4142,매우 섬세하고,맵 섬세,0
4143,매우 성기게,맵 성기,1
4144,매우 소란스럽게,맵 소란,1
4145,매우 소스라치게,맵 소스라치,1
4146,매우 소중하게,맵 소중,0
4147,매우 수더분하거나,맵 수더분,1
4148,매우 시끄럽고,맵 시끄럽,1
4149,매우 신경질적으로,맵 신경질,1
4150,매우 심한,맵 심하,1
4151,매우 심함을,맵 심,1
4152,매우 씩씩하고,맵 씩씩,0
4153,매우 아담하고,맵 아담,0
4154,매우 아름다운,맵 아름답,0
4155,매우 아름다움,맵 아름다움,0
4156,매우 아름답게,맵 아름답,0
4157,매우 아름답고,맵 아름답,0
4158,매우 아름답다,맵 아름답,0
4159,매우 안타깝게,맵 안타깝,1
4160,매우 알짤지근하다,맵 알,1
4161,매우 알짤지근한,맵 알,1
4162,매우 앙큼하다,맵 앙큼,0
4163,매우 애를,맵 애,1
4164,매우 애통할,맵 애통,1
4165,매우 약한,맵 약,1
4166,매우 얄밉게,맵 얄밉,1
4167,매우 어려운,맵 어렵,1
4168,매우 어리석고,맵 어리석,1
4169,매우 어리석은,맵 어리석,1
4170,매우 어수선하게,맵 어,1
4171,매우 어수선하다,맵 어수,1
4172,매우 어지러우며,맵 어지럽,1
4173,매우 어지럽게,맵 어지럽,1
4174,매우 어질고,맵 어질,0
4175,매우 어찔어찔한,맵 어찔어찔,1
4176,매우 엉성하고,맵 엉성,1
4177,매우 엉성한,맵 엉성,1
4178,매우 여유로운,맵 여유,0
4179,매우 온전하게,맵 온전,0
4180,매우 온전하다,맵 온전,0
4181,매우 옹졸하고,맵 옹졸,1
4182,매우 요란스럽게,맵 요란,1
4183,매우 요란하게,맵 요란,1
4184,매우 용감하고,맵 용감,0
4185,매우 우락부락하고,맵 우락,1
4186,매우 우물쭈물하다,맵 우물쭈물,1
4187,매우 우악스러운,맵 우악,1
4188,매우 원만하다,맵 원,0
4189,매우 원만한,맵 원만,0
4190,매우 위태롭거나,맵 위태,1
4191,매우 위태하여,맵 위태,1
4192,매우 익살맞다,맵 익살맞,0
4193,매우 인색한,맵 인색,1
4194,매우 자리자리한,맵 자리,1
4195,매우 잘된,맵 잘되,0
4196,매우 저린,맵 저리,1
4197,매우 절면서,맵 절,1
4198,매우 정겹고,맵 정겹,0
4199,매우 정답게,맵 정,0
4200,매우 정돈되어,맵 정돈,0
4201,매우 조심스러움,맵 조심,-1
4202,매우 조심스럽게,맵 조심,-1
4203,매우 좁음을,맵 좁,1
4204,매우 좋다,맵 좋,0
4205,매우 좋아지다,맵 좋아지,0
4206,매우 좋음,맵 좋,0
4207,매우 중요하고,맵 중요,0
4208,매우 즐거운,맵 즐겁,0
4209,매우 즐겁고,맵 즐겁,0
4210,매우 추운,맵 추운,1
4211,매우 치사하고,맵 치사,1
4212,매우 포근하게,맵 포근,0
4213,매우 포근하고,맵 포근,0
4214,매우 푸근하게,맵 푸근,0
4215,매우 필요하고,맵 필요,0
4216,매우 허전하고,맵 허전,1
4217,매우 허전하다,맵 허전,1
4218,매우 허전한,맵 허전,1
4219,매우 화려하고,맵 화려,0
4220,매우 후련하다,맵 후련,0
4221,매우 후련한,맵 후련,0
4222,매우 훌륭하게,맵 훌륭,0
4223,매우 훌륭한,맵 훌륭,0
4224,매우 훤하고,맵 훤하,0
4225,매우 흉하게,맵 흉하,1
4226,매우 흐리멍덩하다,맵 흐리멍덩,1
4227,매우 흐리멍덩한,맵 흐리멍덩,1
4228,매우 흐뭇하고,맵 흐뭇,0
4229,매우 흥이,맵 흥,0
4230,매우 힘들게,맵 힘들,1
4231,매우 힘없이,맵 힘없이,1
4232,매질을,매질,1
4233,매질을 하고,매질 하,1
4234,매질을 하다,매질 하다,1
4235,맥박이 미약한,맥박 미약,1
4236,맥박이 약하고,맥박 약하,1
4237,맥없게,맥없,1
4238,맥없는,맥없,1
4239,맥없이,맥없이,1
4240,맥없이 느리게,맥없이 느리,1
4241,맥없이 주저앉거나,맥없이 주저앉,1
4242,맥없이 폭,맥없이 폭,1
4243,맥이 빠져,맥 빠지,1
4244,맥이 풀려,맥 풀리,1
4245,맥이 풀리거나,맥 풀리,1
4246,맥이 풀리다,맥 풀리,1
4247,맥이 풀림,맥 풀리,1
4248,맵시 있고,맵시 있,0
4249,맵시가 있게,맵시 있,0
4250,맵시가 있는,맵시 있,0
4251,맵시가 있다,맵시 있,0
4252,맵짜게,맵짜,1
4253,맵짜게 쏘아붙이는,맵짜 쏘아붙이,1
4254,맵짜다,맵짜,1
4255,맹세하다,맹세,0
4256,맺힌 노여움,맺히 노여움,1
4257,머리가,머리,-1
4258,머리가 둔한 사람을,머리 둔한 사람,1
4259,머리가 몹시 어지러워,머리 몹시 어지럽,1
4260,머리가 몹시 울리고,머리 몹시 울리,1
4261,머리가 세다,머리 세,1
4262,머리가 아픈,머리 아프,1
4263,머리가 어지러워서,머리 어지럽,1
4264,머리가 어지럽고,머리 어지럽,1
4265,머뭇거리거나,머뭇거리,1
4266,머뭇거리게,머뭇거리,1
4267,머뭇거리게 되다,머뭇거리 되,1
4268,머뭇거리는,머뭇거리,1
4269,머뭇거리는 결점,머뭇거리 결점,1
4270,머뭇거리는 모양,머뭇거리 모양,1
4271,머뭇거리다,머뭇거리,1
4272,머뭇거리며,머뭇거리,1
4273,머뭇대다,머뭇대,1
4274,머뭇머뭇하거나,머뭇머뭇,1
